timestamp,symbol,price,turnover24h,volume24h,open_interest,open_interest_value,funding_rate,price_change_15m,price_change_1h,oi_change_15m,oi_change_1h,oi_change_pct_15m,vol_oi_ratio,regime,score,label
1777623224528,DOODUSDT,0.003227,132506.3422,41401130.0,264665860.0,854076.73,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DOTUSDT,1.211,24141105.1473,19960295.5,18726258.0,22686861.57,-0.00013248,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DRIFTUSDT,0.04228,17951317.6876,430806473.0,72823000.0,3085510.51,-0.00068164,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DUSKUSDT,0.13552,609619.6864,4752856.0,10104490.0,1369461.53,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DYDXUSDT,0.14927,6821740.339,45152660.8,41815443.0,6247645.34,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,DYMUSDT,0.01848,223737.4762,12271758.2,82380948.4,1524047.55,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,EDENUSDT,0.03629,125232.7582,3538273.0,14163406.0,513990.0,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,EDGEUSDT,1.2124,7041556.0757,5775820.0,8823022.0,10690855.76,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,EDUUSDT,0.05011,1716488.5198,33944161.7,18553284.0,931374.86,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,EGLDUSDT,4.123,2643899.336,646134.33,632389.68,2607342.65,-0.00035377,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,EIGENUSDT,0.18182,1960409.993,10851775.0,27996236.0,5094195.1,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ELSAUSDT,0.07289,755106.7764,10387817.0,16886050.0,1230993.05,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ENAUSDT,0.1042,23898937.1416,231207166.0,341026567.0,35541788.81,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ENJUSDT,0.056041,2989269.185,53579978.5,87291812.0,4891920.44,-0.0005211,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ENSOUSDT,1.0072,18589862.8213,17864374.7,7151010.8,7205358.48,-0.00106063,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,ENSUSDT,6.108,1028572.5402,170105.7,608546.4,3717609.96,-0.00030019,0,0,0,0,0.0,0.0,BULLISH,,
